id,score,essay_id,metric_id
1925,2.89,141,41
1926,2.15,141,42
1927,21.95,142,1
1928,9.10,142,2
1929,33.01,142,3
1930,34.57,142,4
1931,11.00,142,5
1932,73.61,142,6
1933,13.72,142,7
1934,43.44,142,8
1935,67.08,142,9
1936,45.47,142,10
1937,75.02,142,11
1938,13.09,142,12
1939,13.74,142,13
1940,97.73,142,14
1941,35.43,142,15
1942,56.28,142,16
1943,93.06,142,17
1944,39.61,142,18
1945,6.85,142,19
1946,16.11,142,20
1947,90.96,142,21
1948,6.81,142,22
1949,56.21,142,23
1950,0.44,142,24
1951,4.05,142,25
1952,5.13,142,27
1953,5.00,142,28
1954,1.00,142,29
1955,10.00,142,30
1956,12.00,142,31
1957,17.00,142,32
1958,15.00,142,33
1959,3.00,142,34
1960,2.00,142,35
1961,3.00,142,36
1962,115.00,142,37
1963,55.00,142,38
1964,114.00,142,39
1965,68.26,142,40
1966,1.74,142,41
1967,2.34,142,42
1968,54.13,143,1
1969,16.93,143,2
1970,8.99,143,3
1971,18.20,143,4
1972,35.93,143,5
1973,17.02,143,6
1974,22.48,143,7
1975,13.25,143,8
1976,89.95,143,9
1977,85.23,143,10
1978,20.61,143,11
1979,20.52,143,12
1980,76.13,143,13
1981,54.02,143,14
1982,96.65,143,15
1983,74.29,143,16
1984,41.03,143,17
1985,24.64,143,18
1986,6.32,143,19
1987,28.09,143,20
1988,98.00,143,21
1989,5.78,143,22
1990,87.60,143,23
1991,46.18,143,24
1992,1.39,143,25
1993,3.66,143,27
1994,2.00,143,28
1995,6.00,143,29
1996,5.00,143,30
1997,2.00,143,31
1998,20.00,143,32
1999,9.00,143,33
2000,1.00,143,34
2001,4.00,143,35
2002,8.00,143,36
2003,137.00,143,37
2004,138.00,143,38
2005,118.00,143,39
2006,68.04,143,40
2007,5.79,143,41
2008,2.03,143,42
2009,5.43,144,1
2010,5.32,144,2
2011,0.99,144,3
2012,11.57,144,4
2013,62.27,144,5
2014,14.13,144,6
2015,88.01,144,7
2016,94.60,144,8
2017,51.50,144,9
2018,15.55,144,10
2019,19.97,144,11
2020,58.40,144,12
2021,55.91,144,13
2022,67.06,144,14
2023,48.83,144,15
2024,98.18,144,16
2025,74.04,144,17
2026,61.35,144,18
2027,5.25,144,19
2028,98.75,144,20
2029,23.63,144,21
2030,6.51,144,22
2031,27.82,144,23
2032,56.68,144,24
2033,5.30,144,25
2034,5.56,144,27
2035,6.00,144,28
2036,5.00,144,29
2037,2.00,144,30
2038,17.00,144,31
2039,20.00,144,32
2040,5.00,144,33
2041,5.00,144,34
2042,9.00,144,35
2043,4.00,144,36
2044,180.00,144,37
2045,233.00,144,38
2046,84.00,144,39
2047,11.67,144,40
2048,2.20,144,41
2049,3.47,144,42
2050,53.30,145,1
2051,20.95,145,2
2052,14.40,145,3
2053,51.48,145,4
2054,65.82,145,5
2055,26.75,145,6
2056,58.97,145,7
2057,53.91,145,8
2058,40.18,145,9
2059,26.95,145,10
2060,74.79,145,11
2061,92.17,145,12
2062,40.37,145,13
2063,41.83,145,14
2064,91.40,145,15
2065,61.91,145,16
2066,31.63,145,17
2067,26.84,145,18
2068,6.17,145,19
2069,53.74,145,20
2070,75.62,145,21
2071,6.21,145,22
2072,9.31,145,23
2073,6.98,145,24
2074,3.91,145,25
2075,1.19,145,27
2076,1.00,145,28
2077,6.00,145,29
2078,7.00,145,30
2079,17.00,145,31
2080,11.00,145,32
2081,14.00,145,33
2082,6.00,145,34
2083,8.00,145,35
2084,1.00,145,36
2085,234.00,145,37
2086,233.00,145,38
2087,168.00,145,39
2088,39.99,145,40
2089,4.58,145,41
2090,3.12,145,42
2091,43.41,146,1
2092,88.48,146,2
2093,39.56,146,3
2094,96.31,146,4
2095,8.44,146,5
2096,20.25,146,6
2097,45.16,146,7
2098,54.08,146,8
2099,91.85,146,9
2100,50.18,146,10
2101,91.57,146,11
2102,53.70,146,12
2103,49.86,146,13
2104,71.00,146,14
2105,48.67,146,15
2106,55.71,146,16
2107,78.00,146,17
2108,33.42,146,18
2109,6.10,146,19
2110,6.95,146,20
2111,48.00,146,21
2112,5.90,146,22
2113,29.54,146,23
2114,9.42,146,24
2115,4.63,146,25
2116,1.94,146,27
2117,1.00,146,28
2118,7.00,146,29
2119,3.00,146,30
2120,4.00,146,31
2121,9.00,146,32
2122,16.00,146,33
2123,6.00,146,34
2124,8.00,146,35
2125,8.00,146,36
2126,160.00,146,37
2127,206.00,146,38
2128,177.00,146,39
2129,24.93,146,40
2130,1.66,146,41
2131,5.13,146,42
2132,70.43,147,1
2133,64.70,147,2
2134,99.67,147,3
2135,39.53,147,4
2136,94.34,147,5
2137,21.17,147,6
2138,3.42,147,7
2139,39.75,147,8
2140,19.70,147,9
2141,80.47,147,10
2142,46.56,147,11
2143,64.77,147,12
2144,83.76,147,13
2145,55.63,147,14
2146,37.85,147,15
2147,59.73,147,16
2148,0.71,147,17
2149,12.61,147,18
2150,6.01,147,19
2151,89.13,147,20
2152,18.27,147,21
2153,5.61,147,22
2154,56.23,147,23
2155,85.36,147,24
2156,2.91,147,25
2157,3.51,147,27
2158,4.00,147,28
2159,2.00,147,29
2160,6.00,147,30
2161,17.00,147,31
2162,3.00,147,32
2163,14.00,147,33
2164,3.00,147,34
2165,3.00,147,35
2166,7.00,147,36
2167,57.00,147,37
2168,82.00,147,38
2169,210.00,147,39
2170,95.53,147,40
2171,3.53,147,41
2172,1.14,147,42
2173,64.81,148,1
2174,39.65,148,2
2175,88.94,148,3
2176,76.17,148,4
2177,21.81,148,5
2178,94.85,148,6
2179,57.91,148,7
2180,95.85,148,8
2181,33.06,148,9
2182,24.15,148,10
2183,99.25,148,11
2184,49.66,148,12
2185,95.71,148,13
2186,5.91,148,14
2187,62.98,148,15
2188,86.41,148,16
2189,65.60,148,17
2190,75.05,148,18
2191,5.17,148,19
2192,87.35,148,20
2193,2.60,148,21
2194,6.55,148,22
2195,8.04,148,23
2196,25.72,148,24
2197,1.39,148,25
2198,3.37,148,27
2199,7.00,148,28
2200,2.00,148,29
2201,1.00,148,30
2202,1.00,148,31
2203,18.00,148,32
2204,2.00,148,33
2205,9.00,148,34
2206,5.00,148,35
2207,4.00,148,36
2208,118.00,148,37
2209,110.00,148,38
2210,84.00,148,39
2211,36.06,148,40
2212,5.44,148,41
2213,1.62,148,42
2214,58.20,149,1
2215,76.18,149,2
2216,4.15,149,3
2217,94.88,149,4
2218,60.33,149,5
2219,95.79,149,6
2220,54.80,149,7
2221,47.61,149,8
2222,94.55,149,9
2223,40.69,149,10
2224,18.88,149,11
2225,49.10,149,12
2226,27.71,149,13
2227,32.10,149,14
2228,53.49,149,15
2229,56.63,149,16
2230,3.25,149,17
2231,64.10,149,18
2232,6.03,149,19
2233,83.00,149,20
2234,96.28,149,21
2235,6.19,149,22
2236,62.74,149,23
2237,62.71,149,24
2238,4.80,149,25
2239,4.26,149,27
2240,8.00,149,28
2241,5.00,149,29
2242,7.00,149,30
2243,6.00,149,31
2244,9.00,149,32
2245,6.00,149,33
2246,3.00,149,34
2247,7.00,149,35
2248,2.00,149,36
2249,207.00,149,37
2250,55.00,149,38
2251,141.00,149,39
2252,38.74,149,40
2253,1.18,149,41
2254,2.66,149,42
2255,39.47,150,1
2256,19.09,150,2
2257,81.73,150,3
2258,24.13,150,4
2259,67.23,150,5
2260,34.42,150,6
2261,69.49,150,7
2262,53.68,150,8
2263,85.59,150,9
2264,64.09,150,10
2265,67.16,150,11
2266,26.87,150,12
2267,45.22,150,13
2268,70.19,150,14
2269,14.90,150,15
2270,38.05,150,16
2271,26.28,150,17
2272,78.46,150,18
2273,6.75,150,19
2274,79.57,150,20
2275,98.63,150,21
2276,5.42,150,22
2277,73.20,150,23
2278,43.72,150,24
2279,1.34,150,25
2280,5.64,150,27
2281,2.00,150,28
2282,5.00,150,29
2283,10.00,150,30
2284,15.00,150,31
2285,10.00,150,32
2286,15.00,150,33
2287,4.00,150,34
2288,2.00,150,35
2289,8.00,150,36
2290,124.00,150,37
2291,100.00,150,38
2292,103.00,150,39
2293,21.05,150,40
2294,3.04,150,41
2295,4.69,150,42
2296,72.48,151,1
2297,7.57,151,2
2298,8.51,151,3
2299,69.21,151,4
2300,61.59,151,5
2301,6.58,151,6
2302,16.90,151,7
2303,31.32,151,8
2304,88.31,151,9
2305,12.66,151,10
2306,59.55,151,11
2307,48.96,151,12
2308,0.30,151,13
2309,28.70,151,14
2310,56.38,151,15
2311,13.60,151,16
2312,9.71,151,17
2313,93.48,151,18
2314,5.29,151,19
2315,35.97,151,20
2316,6.23,151,21
2317,5.48,151,22
2318,13.08,151,23
2319,22.43,151,24
2320,1.87,151,25
2321,1.12,151,27
2322,8.00,151,28
2323,4.00,151,29
2324,5.00,151,30
2325,9.00,151,31
2326,10.00,151,32
2327,19.00,151,33
2328,1.00,151,34
2329,1.00,151,35
2330,1.00,151,36
2331,200.00,151,37
2332,80.00,151,38
2333,79.00,151,39
2334,35.65,151,40
2335,2.66,151,41
2336,5.73,151,42
2337,84.74,152,1
2338,39.22,152,2
2339,56.58,152,3
2340,51.41,152,4
2341,7.84,152,5
2342,20.91,152,6
2343,27.16,152,7
2344,53.14,152,8
2345,69.65,152,9
2346,38.32,152,10
2347,12.21,152,11
2348,68.83,152,12
2349,8.15,152,13
2350,58.72,152,14
2351,54.82,152,15
2352,64.18,152,16
2353,57.70,152,17
2354,48.66,152,18
2355,5.81,152,19
2356,98.97,152,20
2357,25.52,152,21
2358,5.40,152,22
2359,94.64,152,23
2360,80.68,152,24
2361,3.71,152,25
2362,2.90,152,27
2363,2.00,152,28
2364,2.00,152,29
2365,5.00,152,30
2366,11.00,152,31
2367,2.00,152,32
2368,10.00,152,33
2369,3.00,152,34
2370,6.00,152,35
2371,6.00,152,36
2372,170.00,152,37
2373,224.00,152,38
2374,183.00,152,39
2375,15.20,152,40
2376,2.34,152,41
2377,2.40,152,42
2378,37.33,153,1
2379,37.28,153,2
2380,45.88,153,3
2381,0.76,153,4
2382,45.02,153,5
2383,11.71,153,6
2384,57.68,153,7
2385,81.04,153,8
2386,14.53,153,9
2387,88.06,153,10
2388,95.69,153,11
2389,0.84,153,12
2390,34.95,153,13
2391,21.00,153,14
2392,56.04,153,15
2393,85.34,153,16
2394,89.56,153,17
2395,85.89,153,18
2396,6.20,153,19
2397,25.69,153,20
2398,17.82,153,21
2399,6.22,153,22
2400,57.26,153,23
2401,60.52,153,24
2402,1.87,153,25
2403,3.26,153,27
2404,4.00,153,28
2405,10.00,153,29
2406,7.00,153,30
2407,1.00,153,31
2408,17.00,153,32
2409,2.00,153,33
2410,8.00,153,34
2411,4.00,153,35
2412,7.00,153,36
2413,188.00,153,37
2414,189.00,153,38
2415,169.00,153,39
2416,3.98,153,40
2417,3.99,153,41
2418,1.10,153,42
2419,77.45,154,1
2420,84.55,154,2
2421,8.30,154,3
2422,25.41,154,4
2423,88.45,154,5
2424,23.09,154,6
2425,97.26,154,7
2426,55.57,154,8
2427,98.73,154,9
2428,14.90,154,10
2429,6.20,154,11
2430,33.19,154,12
2431,74.00,154,13
2432,95.14,154,14
2433,43.88,154,15
2434,91.13,154,16
2435,51.51,154,17
2436,14.61,154,18
2437,5.56,154,19
2438,81.96,154,20
2439,97.17,154,21
2440,5.52,154,22
2441,62.05,154,23
2442,78.92,154,24
2443,1.44,154,25
2444,3.54,154,27
2445,2.00,154,28
2446,2.00,154,29
2447,9.00,154,30
2448,5.00,154,31
2449,16.00,154,32
2450,1.00,154,33
2451,8.00,154,34
2452,7.00,154,35
2453,1.00,154,36
2454,185.00,154,37
2455,118.00,154,38
2456,182.00,154,39
2457,5.95,154,40
2458,3.58,154,41
2459,4.60,154,42
2460,24.91,155,1
2461,91.12,155,2
2462,61.33,155,3
2463,16.57,155,4
2464,62.90,155,5
2465,44.05,155,6
2466,78.23,155,7
2467,82.65,155,8
2468,21.97,155,9
2469,59.25,155,10
2470,55.16,155,11
2471,80.50,155,12
2472,79.08,155,13
2473,11.89,155,14
2474,83.21,155,15
2475,14.37,155,16
2476,45.82,155,17
2477,69.85,155,18
2478,5.99,155,19
2479,91.91,155,20
2480,39.95,155,21
2481,6.48,155,22
2482,94.39,155,23
2483,45.02,155,24
2484,5.96,155,25
2485,3.39,155,27
2486,7.00,155,28
2487,8.00,155,29
2488,2.00,155,30
2489,6.00,155,31
2490,18.00,155,32
2491,1.00,155,33
2492,5.00,155,34
2493,6.00,155,35
2494,7.00,155,36
2495,98.00,155,37
2496,174.00,155,38
2497,119.00,155,39
2498,51.07,155,40
2499,1.76,155,41
2500,1.81,155,42
2501,85.72,156,1
2502,37.02,156,2
2503,18.89,156,3
2504,44.10,156,4
2505,42.71,156,5
2506,24.52,156,6
2507,68.28,156,7
2508,16.90,156,8
2509,79.43,156,9
2510,27.14,156,10
2511,18.66,156,11
2512,92.15,156,12
2513,68.74,156,13
2514,19.96,156,14
2515,28.68,156,15
2516,38.90,156,16
2517,99.14,156,17
2518,85.15,156,18
2519,5.45,156,19
2520,24.37,156,20
2521,59.97,156,21
2522,6.10,156,22
2523,24.12,156,23
2524,0.15,156,24
2525,3.04,156,25
2526,1.08,156,27
2527,1.00,156,28
2528,5.00,156,29
2529,2.00,156,30
2530,8.00,156,31
2531,11.00,156,32
2532,8.00,156,33
2533,10.00,156,34
2534,1.00,156,35
2535,2.00,156,36
2536,55.00,156,37
2537,159.00,156,38
2538,190.00,156,39
2539,20.18,156,40
2540,2.25,156,41
2541,3.95,156,42
2542,8.16,157,1
2543,33.91,157,2
2544,69.25,157,3
2545,40.88,157,4
2546,91.42,157,5
2547,64.11,157,6
2548,35.58,157,7
2549,5.28,157,8
2550,20.21,157,9
2551,29.18,157,10
2552,66.11,157,11
2553,1.53,157,12
2554,28.66,157,13
2555,5.29,157,14
2556,4.86,157,15
2557,27.45,157,16
2558,12.21,157,17
2559,49.13,157,18
2560,6.62,157,19
2561,38.10,157,20
2562,54.52,157,21
2563,6.12,157,22
2564,60.88,157,23
2565,68.14,157,24
2566,4.65,157,25
2567,5.55,157,27
2568,1.00,157,28
2569,2.00,157,29
2570,9.00,157,30
2571,19.00,157,31
2572,20.00,157,32
2573,16.00,157,33
2574,6.00,157,34
2575,10.00,157,35
2576,1.00,157,36
2577,173.00,157,37
2578,90.00,157,38
2579,234.00,157,39
2580,72.94,157,40
2581,3.02,157,41
2582,5.55,157,42
2583,63.90,158,1
2584,34.43,158,2
2585,37.20,158,3
2586,50.63,158,4
2587,79.27,158,5
2588,86.96,158,6
2589,60.54,158,7
2590,18.64,158,8
2591,87.83,158,9
2592,83.06,158,10
2593,37.42,158,11
2594,70.94,158,12
2595,31.18,158,13
2596,53.50,158,14
2597,49.00,158,15
2598,13.92,158,16
2599,95.73,158,17
2600,37.49,158,18
2601,6.58,158,19
2602,80.82,158,20
2603,80.32,158,21
2604,5.17,158,22
2605,14.27,158,23
2606,18.13,158,24
2607,1.48,158,25
2608,2.19,158,27
2609,4.00,158,28
2610,1.00,158,29
2611,9.00,158,30
2612,19.00,158,31
2613,6.00,158,32
2614,16.00,158,33
2615,9.00,158,34
2616,10.00,158,35
2617,4.00,158,36
2618,202.00,158,37
2619,230.00,158,38
2620,126.00,158,39
2621,1.96,158,40
2622,1.17,158,41
2623,2.25,158,42
2624,43.39,159,1
2625,7.90,159,2
2626,19.93,159,3
2627,14.23,159,4
2628,38.73,159,5
2629,22.51,159,6
2630,60.25,159,7
2631,1.41,159,8
2632,25.31,159,9
2633,34.70,159,10
2634,2.67,159,11
2635,21.85,159,12
2636,40.83,159,13
2637,74.96,159,14
2638,47.83,159,15
2639,35.13,159,16
2640,58.95,159,17
2641,76.71,159,18
2642,5.51,159,19
2643,13.06,159,20
2644,46.48,159,21
2645,5.19,159,22
2646,82.76,159,23
2647,46.28,159,24
2648,2.27,159,25
2649,1.61,159,27
2650,1.00,159,28
2651,4.00,159,29
2652,9.00,159,30
2653,10.00,159,31
2654,1.00,159,32
2655,10.00,159,33
2656,4.00,159,34
2657,1.00,159,35
2658,9.00,159,36
2659,66.00,159,37
2660,150.00,159,38
2661,98.00,159,39
2662,29.40,159,40
2663,1.27,159,41
2664,5.17,159,42
2665,68.70,160,1
2666,72.20,160,2
2667,85.99,160,3
2668,18.98,160,4
2669,88.32,160,5
2670,97.62,160,6
2671,53.98,160,7
2672,2.46,160,8
2673,90.61,160,9
2674,44.05,160,10
2675,96.24,160,11
2676,61.08,160,12
2677,85.70,160,13
2678,93.28,160,14
2679,60.98,160,15
2680,72.43,160,16
2681,73.10,160,17
2682,34.63,160,18
2683,6.26,160,19
2684,80.56,160,20
2685,29.48,160,21
2686,6.12,160,22
2687,85.86,160,23
2688,37.34,160,24
2689,1.01,160,25
2690,5.07,160,27
2691,2.00,160,28
2692,6.00,160,29
2693,6.00,160,30
2694,12.00,160,31
2695,6.00,160,32
2696,14.00,160,33
2697,8.00,160,34
2698,7.00,160,35
2699,1.00,160,36
2700,176.00,160,37
2701,82.00,160,38
2702,127.00,160,39
2703,17.43,160,40
2704,3.39,160,41
2705,3.07,160,42
2706,93.69,161,1
2707,77.32,161,2
2708,26.50,161,3
2709,59.77,161,4
2710,53.87,161,5
2711,55.49,161,6
2712,10.68,161,7
2713,49.28,161,8
2714,95.92,161,9
2715,88.41,161,10
2716,0.78,161,11
2717,20.93,161,12
2718,81.98,161,13
2719,32.97,161,14
2720,8.63,161,15
2721,82.56,161,16
2722,74.38,161,17
2723,19.16,161,18
2724,5.21,161,19
2725,97.53,161,20
2726,49.47,161,21
2727,6.50,161,22
2728,47.26,161,23
2729,24.31,161,24
2730,1.95,161,25
2731,5.19,161,27
2732,6.00,161,28
2733,5.00,161,29
2734,5.00,161,30
2735,20.00,161,31
2736,6.00,161,32
2737,2.00,161,33
2738,9.00,161,34
2739,8.00,161,35
2740,7.00,161,36
2741,102.00,161,37
2742,97.00,161,38
2743,88.00,161,39
2744,57.87,161,40
2745,5.72,161,41
2746,4.11,161,42
2747,24.35,162,1
2748,67.20,162,2
2749,92.49,162,3
2750,71.99,162,4
2751,69.57,162,5
2752,4.32,162,6
2753,17.94,162,7
2754,63.97,162,8
2755,35.59,162,9
2756,97.61,162,10
2757,78.14,162,11
2758,56.83,162,12
2759,60.71,162,13
2760,59.22,162,14
2761,89.92,162,15
2762,38.77,162,16
2763,12.10,162,17
2764,98.16,162,18
2765,6.26,162,19
2766,92.17,162,20
2767,95.39,162,21
2768,5.81,162,22
2769,22.87,162,23
2770,25.43,162,24
2771,4.73,162,25
2772,2.73,162,27
2773,4.00,162,28
2774,6.00,162,29
2775,2.00,162,30
2776,10.00,162,31
2777,20.00,162,32
2778,1.00,162,33
2779,0.00,162,34
2780,0.00,162,35
2781,0.00,162,36
2782,110.00,162,37
2783,175.00,162,38
2784,238.00,162,39
2785,45.29,162,40
2786,3.79,162,41
2787,3.24,162,42
2788,59.35,163,1
2789,80.17,163,2
2790,81.34,163,3
2791,22.59,163,4
2792,84.86,163,5
2793,24.51,163,6
2794,76.84,163,7
2795,7.05,163,8
2796,71.40,163,9
2797,15.37,163,10
2798,7.85,163,11
2799,44.29,163,12
2800,48.98,163,13
2801,8.18,163,14
2802,28.14,163,15
2803,85.44,163,16
2804,56.28,163,17
2805,62.44,163,18
2806,6.80,163,19
2807,27.53,163,20
2808,38.85,163,21
2809,5.88,163,22
2810,95.29,163,23
2811,49.53,163,24
2812,4.12,163,25
2813,3.26,163,27
2814,9.00,163,28
2815,9.00,163,29
2816,9.00,163,30
2817,4.00,163,31
2818,3.00,163,32
2819,15.00,163,33
2820,0.00,163,34
2821,0.00,163,35
2822,0.00,163,36
2823,56.00,163,37
2824,77.00,163,38
2825,130.00,163,39
2826,67.14,163,40
2827,2.37,163,41
2828,4.78,163,42
2829,69.46,164,1
2830,30.42,164,2
2831,20.86,164,3
2832,37.44,164,4
2833,74.95,164,5
2834,9.73,164,6
2835,63.12,164,7
2836,20.11,164,8
2837,78.66,164,9
2838,58.92,164,10
2839,23.33,164,11
2840,96.36,164,12
2841,69.66,164,13
2842,68.53,164,14
2843,92.83,164,15
2844,42.36,164,16
2845,66.33,164,17
2846,18.81,164,18
2847,6.32,164,19
2848,80.61,164,20
2849,45.69,164,21
2850,5.76,164,22
2851,63.69,164,23
2852,86.91,164,24
2853,1.51,164,25
2854,2.05,164,27
2855,7.00,164,28
2856,4.00,164,29
2857,4.00,164,30
2858,8.00,164,31
2859,11.00,164,32
2860,13.00,164,33
2861,0.00,164,34
2862,0.00,164,35
2863,0.00,164,36
2864,184.00,164,37
2865,245.00,164,38
2866,185.00,164,39
2867,23.35,164,40
2868,3.23,164,41
2869,1.65,164,42
2870,59.42,165,1
2871,27.92,165,2
2872,69.80,165,3
2873,93.41,165,4
2874,49.61,165,5
2875,58.97,165,6
2876,98.13,165,7
2877,0.21,165,8
2878,4.26,165,9
2879,11.52,165,10
2880,42.55,165,11
2881,31.82,165,12
2882,88.60,165,13
2883,4.51,165,14
2884,79.21,165,15
2885,84.49,165,16
2886,93.82,165,17
2887,97.95,165,18
2888,5.76,165,19
2889,89.97,165,20
2890,77.24,165,21
2891,6.69,165,22
2892,60.92,165,23
2893,27.82,165,24
2894,3.09,165,25
2895,1.90,165,27
2896,9.00,165,28
2897,4.00,165,29
2898,3.00,165,30
2899,9.00,165,31
2900,11.00,165,32
2901,6.00,165,33
2902,0.00,165,34
2903,0.00,165,35
2904,0.00,165,36
2905,130.00,165,37
2906,117.00,165,38
2907,235.00,165,39
2908,4.65,165,40
2909,1.52,165,41
2910,4.06,165,42
2911,78.94,166,1
2912,33.92,166,2
2913,53.51,166,3
2914,63.53,166,4
2915,32.46,166,5
2916,19.69,166,6
2917,37.72,166,7
2918,18.47,166,8
2919,18.69,166,9
2920,54.30,166,10
2921,30.66,166,11
2922,46.91,166,12
2923,39.76,166,13
2924,57.64,166,14
2925,66.80,166,15
2926,77.79,166,16
2927,4.08,166,17
2928,73.79,166,18
2929,5.75,166,19
2930,14.09,166,20
2931,5.89,166,21
2932,5.78,166,22
2933,87.53,166,23
2934,96.59,166,24
2935,2.28,166,25
2936,5.59,166,27
2937,4.00,166,28
2938,8.00,166,29
2939,1.00,166,30
2940,6.00,166,31
2941,14.00,166,32
2942,11.00,166,33
2943,0.00,166,34
2944,0.00,166,35
2945,0.00,166,36
2946,62.00,166,37
2947,197.00,166,38
2948,183.00,166,39
2949,51.08,166,40
2950,5.96,166,41
2951,5.34,166,42
2952,35.36,167,1
2953,33.80,167,2
2954,56.25,167,3
2955,40.61,167,4
2956,54.75,167,5
2957,50.73,167,6
2958,88.95,167,7
2959,87.23,167,8
2960,30.36,167,9
2961,40.06,167,10
2962,20.81,167,11
2963,35.85,167,12
2964,18.05,167,13
2965,61.13,167,14
2966,49.94,167,15
2967,77.61,167,16
2968,86.20,167,17
2969,18.07,167,18
2970,5.49,167,19
2971,70.86,167,20
2972,41.68,167,21
2973,6.06,167,22
2974,89.67,167,23
2975,30.69,167,24
2976,2.21,167,25
2977,3.79,167,27
2978,10.00,167,28
2979,7.00,167,29
2980,7.00,167,30
2981,8.00,167,31
2982,2.00,167,32
2983,5.00,167,33
2984,0.00,167,34
2985,0.00,167,35
2986,0.00,167,36
2987,86.00,167,37
2988,157.00,167,38
2989,97.00,167,39
2990,30.85,167,40
2991,2.80,167,41
2992,1.48,167,42
2993,55.82,168,1
2994,28.61,168,2
2995,34.15,168,3
2996,10.12,168,4
2997,34.63,168,5
2998,44.44,168,6
2999,94.90,168,7
3000,66.76,168,8
3001,20.30,168,9
3002,93.23,168,10
3003,67.85,168,11
3004,70.70,168,12
3005,60.32,168,13
3006,99.44,168,14
3007,80.88,168,15
3008,61.12,168,16
3009,42.09,168,17
3010,70.42,168,18
3011,6.28,168,19
3012,16.52,168,20
3013,75.09,168,21
3014,6.79,168,22
3015,17.50,168,23
3016,28.44,168,24
3017,2.07,168,25
3018,4.50,168,27
3019,10.00,168,28
3020,7.00,168,29
3021,3.00,168,30
3022,19.00,168,31
3023,4.00,168,32
3024,18.00,168,33
3025,0.00,168,34
3026,0.00,168,35
3027,0.00,168,36
3028,124.00,168,37
3029,228.00,168,38
3030,80.00,168,39
3031,57.16,168,40
3032,1.49,168,41
3033,3.92,168,42
3034,72.87,169,1
3035,84.50,169,2
3036,13.31,169,3
3037,58.04,169,4
3038,78.70,169,5
3039,0.90,169,6
3040,60.95,169,7
3041,63.82,169,8
3042,98.85,169,9
3043,58.93,169,10
3044,97.16,169,11
3045,96.77,169,12
3046,78.86,169,13
3047,57.30,169,14
3048,5.85,169,15
3049,21.61,169,16
3050,89.25,169,17
3051,46.90,169,18
3052,6.97,169,19
3053,76.87,169,20
3054,1.90,169,21
3055,5.49,169,22
3056,61.51,169,23
3057,22.25,169,24
3058,4.58,169,25
3059,1.39,169,27
3060,3.00,169,28
3061,6.00,169,29
3062,2.00,169,30
3063,3.00,169,31
3064,13.00,169,32
3065,14.00,169,33
3066,0.00,169,34
3067,0.00,169,35
3068,0.00,169,36
3069,58.00,169,37
3070,160.00,169,38
3071,139.00,169,39
3072,82.15,169,40
3073,4.72,169,41
3074,1.71,169,42
3075,2.73,170,1
3076,41.65,170,2
3077,74.25,170,3
3078,92.92,170,4
3079,37.35,170,5
3080,59.90,170,6
3081,71.57,170,7
3082,15.82,170,8
3083,45.40,170,9
3084,0.69,170,10
3085,80.14,170,11
3086,36.30,170,12
3087,87.01,170,13
3088,22.13,170,14
3089,95.84,170,15
3090,48.77,170,16
3091,88.56,170,17
3092,32.41,170,18
3093,5.36,170,19
3094,21.78,170,20
3095,94.27,170,21
3096,6.50,170,22
3097,6.54,170,23
3098,60.08,170,24
3099,5.21,170,25
3100,2.06,170,27
3101,4.00,170,28
3102,2.00,170,29
3103,1.00,170,30
3104,12.00,170,31
3105,16.00,170,32
3106,1.00,170,33
3107,0.00,170,34
3108,0.00,170,35
3109,0.00,170,36
3110,93.00,170,37
3111,218.00,170,38
3112,148.00,170,39
3113,59.39,170,40
3114,4.03,170,41
3115,4.74,170,42
3116,64.41,171,1
3117,2.51,171,2
3118,5.94,171,3
3119,72.81,171,4
3120,82.25,171,5
3121,18.01,171,6
3122,14.41,171,7
3123,86.11,171,8
3124,97.92,171,9
3125,99.08,171,10
3126,99.92,171,11
3127,15.22,171,12
3128,97.73,171,13
3129,35.14,171,14
3130,5.16,171,15
3131,99.75,171,16
3132,23.03,171,17
3133,53.43,171,18
3134,5.41,171,19
3135,83.71,171,20
3136,45.20,171,21
3137,6.03,171,22
3138,57.21,171,23
3139,41.51,171,24
3140,2.48,171,25
3141,1.03,171,27
3142,1.00,171,28
3143,1.00,171,29
3144,1.00,171,30
3145,12.00,171,31
3146,15.00,171,32
3147,1.00,171,33
3148,0.00,171,34
3149,0.00,171,35
3150,0.00,171,36
3151,158.00,171,37
3152,185.00,171,38
3153,97.00,171,39
3154,2.72,171,40
3155,2.39,171,41
3156,4.53,171,42
3157,99.71,172,1
3158,5.85,172,2
3159,0.12,172,3
3160,69.49,172,4
3161,88.15,172,5
3162,98.97,172,6
3163,30.56,172,7
3164,69.69,172,8
3165,32.54,172,9
3166,13.76,172,10
3167,30.01,172,11
3168,93.08,172,12
3169,1.30,172,13
3170,77.06,172,14
3171,16.39,172,15
3172,46.95,172,16
3173,33.55,172,17
3174,49.91,172,18
3175,5.25,172,19
3176,67.71,172,20
3177,86.58,172,21
3178,5.43,172,22
3179,97.56,172,23
3180,56.16,172,24
3181,2.51,172,25
3182,3.68,172,27
3183,10.00,172,28
3184,10.00,172,29
3185,9.00,172,30
3186,12.00,172,31
3187,13.00,172,32
3188,8.00,172,33
3189,0.00,172,34
3190,0.00,172,35
3191,0.00,172,36
3192,166.00,172,37
3193,177.00,172,38
3194,98.00,172,39
3195,88.48,172,40
